Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Cumulative Accuracy RMSE, Cumulative Accuracy MAE,Difference of RMSE,Difference of MAE,,,,
6,31, LR, LR,0,0,2.300166915,0.849430499,92.42685026,95.69707401,2.300166915,0.849430499,,,,
6,32, LR, LR,0,0,4.865488561,2.085412896,92.43986254,95.70446735,4.865488561,2.085412896,,,,
6,33, LR, LR,0,0,24.53536129,8.018982532,92.45283019,95.71183533,24.53536129,8.018982532,,,,
6,34, LR, LR,0,0,96.17984125,36.80203683,92.46575342,95.71917808,96.17984125,36.80203683,,,,
6,35, LR, LR,0,0,127.2996127,41.63155365,92.47863248,95.72649573,127.2996127,41.63155365,,,,
6,36, LR, LR,0,0,107.6363807,39.23639216,92.49146758,95.7337884,107.6363807,39.23639216,,,,
6,37, LR, LR,0,0,78.49014182,30.45660252,92.50425894,95.74105622,78.49014182,30.45660252,,,,
6,38, LR, LR,0,0,137.2450047,29.73132822,92.5170068,95.74829932,137.2450047,29.73132822,,,,
6,39, LR, LR,0,0,94.40885154,28.87505744,92.52971138,95.75551783,94.40885154,28.87505744,,,,
6,40, LR, LR,0,0,102.2234526,32.33486147,92.54237288,95.76271186,102.2234526,32.33486147,,,,
6,41, LR, LR,0,0,130.2613825,38.63694029,92.55499154,95.76988156,130.2613825,38.63694029,,,,
6,42, LR, LR,0,0,125.8665193,44.57597082,92.56756757,95.77702703,125.8665193,44.57597082,,,,
6,43, LR, LR,0,0,92.31439172,41.02524636,92.58010118,95.7841484,92.31439172,41.02524636,,,,
6,44, LR, LR,0,0,94.76585159,33.03466106,92.59259259,95.79124579,94.76585159,33.03466106,,,,
6,45, SVR, SVR,5.242427724,0.882537785,98.99120285,33.59874925,92.60504202,95.79831933,93.74877513,32.71621146,,,,
6,46, RF, SVR,79.57960382,18.25086828,137.3193049,42.83842359,92.61744966,95.80536913,57.7397011,24.58755531,,,,
6,47, LR, SVR,44.81110342,12.62316997,149.0345761,56.75171524,92.62981575,95.81239531,104.2234727,44.12854527,,,,
6,48, LR, KNN,302.5939216,100.5564264,298.0299151,127.6440696,92.47491639,95.81939799,-4.564006508,27.08764317,,,,
6,49, RF, RF,391.0445445,133.8064483,494.5258006,191.5875727,92.48747913,95.8263773,103.481256,57.78112433,,,,
6,50, RF, SVR,306.5702209,94.49489111,441.0339703,163.630136,92.5,95.83333333,134.4637494,69.13524488,,,,
6,51, KNN, SVR,654.4943224,119.7374846,365.9494074,112.4300385,92.34608985,95.67387687,-288.5449151,-7.307446139,,,,
6,52, KNN, SVR,137.3462417,35.58343371,338.1604742,70.14436953,92.35880399,95.68106312,200.8142326,34.56093581,,,,
6,53, NN, SVR,32.34051263,7.113427051,374.3655485,80.40859375,92.37147595,95.68822554,342.0250359,73.2951667,,,,
6,54, KNN, SVR,82.21166421,12.89476713,320.8247421,53.48705912,92.38410596,95.69536424,238.6130779,40.59229199,,,,
6,55, LR, KNN,501.9019367,82.34475642,228.9481989,63.20694599,92.23140496,95.53719008,-272.9537378,-19.13781042,,,,
6,56, KNN, KNN,65.46084239,12.09422382,465.8563101,86.73818424,92.24422442,95.54455446,400.3954677,74.64396042,,,,
6,57, LR, RF,298.9447091,56.35319133,267.1616382,62.91582737,92.092257,95.55189456,-31.78307097,6.562636042,,,,
6,58, KNN, SVR,127.3808909,23.68821274,163.4896807,42.44789133,92.10526316,95.55921053,36.10878986,18.75967858,,,,
6,59, LR, LR,190.4248097,55.3654049,198.3988653,46.75632979,92.1182266,95.40229885,7.97405556,-8.609075107,,,,
6,60, NN, SVR,45.07257186,10.19620333,81.4096741,25.0335268,92.13114754,95.40983607,36.33710224,14.83732346,,,,
6,61, RF, SVR,72.11834649,10.85332301,69.73382836,24.6287187,91.98036007,95.41734861,-2.384518129,13.77539569,,,,
6,62, SVR, SVR,6.426683366,1.340236877,62.02889112,18.23045712,91.99346405,95.4248366,55.60220775,16.89022025,,,,
6,63, SVR, SVR,41.17674429,6.49781965,41.51902222,12.88946218,92.00652529,95.43230016,0.342277932,6.391642525,,,,
6,64, NN, SVR,9.300437816,2.539593362,21.40658495,8.481053403,92.01954397,95.43973941,12.10614713,5.941460041,,,,
6,65, SVR, SVR,12.28250044,1.686258531,18.22745404,6.12491433,92.03252033,95.44715447,5.944953597,4.438655799,,,,
6,66, LR, LR,0,0,4.672531811,1.676158277,92.04545455,95.45454545,4.672531811,1.676158277,,,,
6,67, LR, LR,0,0,19.71954733,5.581606293,92.05834684,95.46191248,19.71954733,5.581606293,,,,
6,68, LR, LR,0,0,11.79231583,4.265539221,92.07119741,95.46925566,11.79231583,4.265539221,,,,
6,69, LR, LR,0,0,29.5421636,5.920625814,92.08400646,95.47657512,29.5421636,5.920625814,,,,
6,70, LR, LR,0,0,20.08412072,7.399856802,92.09677419,95.48387097,20.08412072,7.399856802,,,,
6,71, LR, LR,0,0,27.90455189,14.28120668,92.10950081,95.49114332,27.90455189,14.28120668,,,,
6,72, LR, LR,0,0,53.49813768,23.98980785,92.1221865,95.49839228,53.49813768,23.98980785,,,,
6,73, LR, LR,0,0,57.64158294,21.37419459,92.13483146,95.50561798,57.64158294,21.37419459,,,,
6,74, LR, LR,0,0,153.5766805,25.63963805,92.1474359,95.51282051,153.5766805,25.63963805,,,,
6,75, LR, LR,0,0,102.1935519,30.98145106,92.16,95.52,102.1935519,30.98145106,,,,
6,76, LR, LR,0,0,104.1723532,16.92016113,92.17252396,95.52715655,104.1723532,16.92016113,,,,
6,77, LR, LR,0,0,66.98389554,20.65531756,92.18500797,95.53429027,66.98389554,20.65531756,,,,
6,78, LR, LR,0,0,32.38724822,15.29021979,92.19745223,95.54140127,32.38724822,15.29021979,,,,
6,79, LR, LR,0,0,33.5951177,13.5937209,92.20985692,95.54848967,33.5951177,13.5937209,,,,
6,80, LR, LR,2.36593079,0.52458508,33.88205436,11.925627,92.22222222,95.55555556,31.51612357,11.40104192,,,,
6,81, SVR, KNN,0.40088107,0.102349522,75.7210101,23.83971774,92.23454834,95.56259905,75.32012903,23.73736822,,,,
6,82, LR, LR,45.27677747,12.08414453,167.1042741,38.92019279,92.24683544,95.56962025,121.8274966,26.83604826,,,,
6,83, NN, SVR,23.16130354,3.336144488,258.1089949,53.80908203,92.25908373,95.57661927,234.9476914,50.47293754,,,,
6,84, KNN, SVR,2.277319883,0.58531641,263.0481618,55.59322868,92.27129338,95.58359621,260.7708419,55.00791227,,,,
6,85, LR, LR,449.5036659,95.4697977,324.6858337,68.6157074,92.12598425,95.43307087,-124.8178322,-26.8540903,,,,
6,86, KNN, SVR,478.5535677,75.53519091,355.2406175,72.78052662,91.98113208,95.28301887,-123.3129502,-2.754664285,,,,
6,87, KNN, KNN,54.00482965,14.18497813,208.5635532,43.17033934,91.99372057,95.29042386,154.5587236,28.9853612,,,,
6,88, LR, LR,277.6649094,63.72932133,336.4332273,78.65341526,92.00626959,95.29780564,58.76831793,14.92409392,,,,
6,89, KNN, KNN,293.7647207,51.76633273,203.8053523,58.79586545,91.86228482,95.30516432,-89.95936838,7.029532717,,,,
6,90, KNN, KNN,79.96185917,27.01672382,230.3299299,66.48198432,91.875,95.3125,150.3680708,39.46526051,,,,
6,91, KNN, SVR,101.8335971,34.5825086,223.2644743,66.03927398,91.88767551,95.31981279,121.4308772,31.45676538,,,,
6,92, KNN, SVR,172.2374975,42.83667567,272.780661,77.35830514,91.90031153,95.3271028,100.5431635,34.52162946,,,,
6,93, SVR, SVR,11.19324717,2.322162985,214.1811195,60.25785055,91.91290824,95.33437014,202.9878723,57.93568756,,,,
6,94, NN, SVR,44.5099041,6.963119521,363.000883,75.81554237,91.92546584,95.34161491,318.4909789,68.85242285,,,,
6,95, RF, SVR,267.0793535,68.82490313,317.1213757,80.89436983,91.9379845,95.34883721,50.04202219,12.0694667,,,,
6,96, LR, LR,360.9536901,105.4392673,252.8720942,73.46041406,91.79566563,95.20123839,-108.0815959,-31.97885328,,,,
6,97, KNN, SVR,66.21100969,14.86788909,103.0524998,33.45670776,91.80834621,95.20865533,36.84149008,18.58881868,,,,
6,98, KNN, KNN,7.781519863,2.865914601,107.9235013,28.59247137,91.82098765,95.21604938,100.1419815,25.72655676,,,,
6,99, KNN, KNN,17.41555031,3.348888289,110.6264619,23.13892724,91.83359014,95.22342065,93.21091162,19.79003895,,,,
6,100, KNN, KNN,28.19904189,6.504486541,87.16629747,22.36984178,91.84615385,95.23076923,58.96725558,15.86535524,,,,
6,101, NN, NN,13.68632514,3.546665273,70.52900259,14.50960707,91.85867896,95.23809524,56.84267745,10.9629418,,,,
6,102, SVR, KNN,0.147904874,0.024527856,44.97780591,10.64803913,91.87116564,95.24539877,44.82990103,10.62351127,,,,
6,103, RF, RF,0,0,18.9215771,5.364568823,91.88361409,95.25267994,18.9215771,5.364568823,,,,
6,104, LR, LR,0,0,45.3331301,9.020359386,91.89602446,95.25993884,45.3331301,9.020359386,,,,
6,105, LR, LR,0,0,73.22142691,14.18671921,91.90839695,95.26717557,73.22142691,14.18671921,,,,
6,106, LR, LR,0,0,50.35115989,15.42209275,91.92073171,95.27439024,50.35115989,15.42209275,,,,
6,107, LR, LR,0,0,28.37074386,9.170167178,91.93302892,95.28158295,28.37074386,9.170167178,,,,
6,108, LR, LR,0,0,74.21854927,17.73501519,91.94528875,95.2887538,74.21854927,17.73501519,,,,
6,109, LR, LR,0,0,72.08370391,17.20557089,91.95751138,95.29590288,72.08370391,17.20557089,,,,
6,110, LR, LR,0,0,127.4836103,31.56179083,91.96969697,95.3030303,127.4836103,31.56179083,,,,
7,1, LR, LR,0,0,1.978274881,0.852616628,91.98184569,95.31013616,1.978274881,0.852616628,,,,
7,2, LR, LR,0,0,1.60073861,0.666212946,91.9939577,95.31722054,1.60073861,0.666212946,,,,
7,3, LR, LR,0,0,2.63551712,1.018396198,92.00603318,95.32428356,2.63551712,1.018396198,,,,
7,4, LR, LR,0,0,3.708462716,1.444726873,92.01807229,95.3313253,3.708462716,1.444726873,,,,
7,5, LR, LR,0,0,3.829665931,1.652314839,92.03007519,95.33834586,3.829665931,1.652314839,,,,
7,6, LR, LR,0,0,4.135850614,1.391999362,92.04204204,95.34534535,4.135850614,1.391999362,,,,
7,7, LR, LR,0,0,3.052272987,1.206276242,92.05397301,95.35232384,3.052272987,1.206276242,,,,
7,8, LR, LR,0,0,3.090869355,1.085939261,92.06586826,95.35928144,3.090869355,1.085939261,,,,
7,9, LR, LR,0,0,2.327433678,0.937198298,92.07772795,95.36621824,2.327433678,0.937198298,,,,
7,10, LR, LR,0,0,2.063675265,0.827471951,92.08955224,95.37313433,2.063675265,0.827471951,,,,
7,11, LR, LR,0,0,1.617080248,0.577435266,92.10134128,95.38002981,1.617080248,0.577435266,,,,
7,12, LR, LR,0,0,1.542340373,0.760450445,92.11309524,95.38690476,1.542340373,0.760450445,,,,
7,13, LR, LR,0,0,1.635707247,0.807830677,92.12481426,95.39375929,1.635707247,0.807830677,,,,
7,14, LR, LR,0,0,0.799491133,0.377460853,92.13649852,95.40059347,0.799491133,0.377460853,,,,
7,15, LR, LR,0,0,0.762668281,0.364364501,92.14814815,95.40740741,0.762668281,0.364364501,,,,
7,16, LR, LR,0,0,0.727673032,0.270155845,92.15976331,95.41420118,0.727673032,0.270155845,,,,
7,17, LR, LR,0,0,0.454334896,0.168342173,92.17134417,95.42097489,0.454334896,0.168342173,,,,
7,18, LR, LR,0,0,0.327948735,0.097262001,92.18289086,95.42772861,0.327948735,0.097262001,,,,
7,19, LR, LR,0,0,0.489677644,0.129573811,92.19440353,95.43446244,0.489677644,0.129573811,,,,
7,20, LR, LR,0,0,0.201995179,0.108084446,92.20588235,95.44117647,0.201995179,0.108084446,,,,
7,21, LR, LR,0,0,0.570974389,0.232945958,92.21732746,95.44787078,0.570974389,0.232945958,,,,
7,22, LR, LR,0,0,0.413090882,0.157054051,92.228739,95.45454545,0.413090882,0.157054051,,,,
7,23, LR, LR,0,0,0.487098176,0.165165801,92.24011713,95.46120059,0.487098176,0.165165801,,,,
7,24, LR, LR,0,0,0.067341467,0.037166665,92.25146199,95.46783626,0.067341467,0.037166665,,,,
7,25, LR, LR,0,0,0.279774004,0.095880002,92.26277372,95.47445255,0.279774004,0.095880002,,,,
7,26, LR, LR,0,0,0.30783956,0.208228571,92.27405248,95.48104956,0.30783956,0.208228571,,,,
7,27, LR, LR,0,0,0.259416692,0.147957138,92.2852984,95.48762737,0.259416692,0.147957138,,,,
7,28, LR, LR,0,0,0.248502167,0.141527263,92.29651163,95.49418605,0.248502167,0.141527263,,,,
7,29, LR, LR,0,0,0.195029419,0.105723088,92.30769231,95.50072569,0.195029419,0.105723088,,,,
7,30, LR, LR,0,0,0.337769427,0.152126662,92.31884058,95.50724638,0.337769427,0.152126662,,,,
7,31, LR, LR,0,0,0.412641616,0.156642098,92.32995658,95.51374819,0.412641616,0.156642098,,,,
7,32, LR, LR,0,0,8.021445205,5.062246195,92.34104046,95.52023121,8.021445205,5.062246195,,,,
7,33, LR, LR,0,0,24.97870064,10.23043728,92.35209235,95.52669553,24.97870064,10.23043728,,,,
7,34, LR, LR,0,0,66.75259334,27.49591161,92.36311239,95.53314121,66.75259334,27.49591161,,,,
7,35, LR, LR,0,0,123.9457183,40.69216021,92.37410072,95.53956835,123.9457183,40.69216021,,,,
7,36, LR, LR,0,0,77.95908382,22.15939552,92.38505747,95.54597701,77.95908382,22.15939552,,,,
7,37, LR, LR,0,0,50.82298684,20.24066162,92.39598278,95.55236729,50.82298684,20.24066162,,,,
7,38, LR, LR,0,0,77.27449175,34.33416099,92.40687679,95.55873926,77.27449175,34.33416099,,,,
7,39, LR, LR,0,0,131.9842794,47.69957836,92.41773963,95.56509299,131.9842794,47.69957836,,,,
7,40, LR, LR,0,0,154.9661695,53.11985677,92.42857143,95.57142857,154.9661695,53.11985677,,,,
7,41, LR, LR,0,0,157.3768555,49.17387695,92.43937233,95.57774608,157.3768555,49.17387695,,,,
7,42, LR, LR,0,0,129.7221163,40.56311895,92.45014245,95.58404558,129.7221163,40.56311895,,,,
7,43, LR, LR,0.24060264,0.031061667,118.9956571,32.52335269,92.46088193,95.59032717,118.7550544,32.49229103,,,,
7,44, SVR, SVR,4.119317487,0.809419369,82.13582051,29.87555916,92.47159091,95.59659091,78.01650302,29.06613979,,,,
7,45, RF, KNN,25.40265854,6.600483902,91.26894918,34.43143404,92.4822695,95.60283688,65.86629064,27.83095014,,,,
7,46, RF, SVR,129.6756405,35.99742066,139.8130591,47.29141824,92.49291785,95.60906516,10.13741854,11.29399758,,,,
7,47, LR, SVR,64.03435539,15.90637238,144.2072695,51.76095512,92.50353607,95.61527581,80.17291411,35.85458274,,,,
7,48, KNN, NN,193.1414623,52.86284657,346.1343449,115.1411638,92.51412429,95.62146893,152.9928826,62.27831722,,,,
7,49, LR, LR,410.2744693,131.5326554,348.5113266,119.7213328,92.38363893,95.48660085,-61.76314279,-11.81132264,,,,
7,50, KNN, NN,392.9655185,60.2753609,410.4387169,119.8925198,92.3943662,95.49295775,17.47319838,59.61715892,,,,
7,51, RF, SVR,516.0164848,117.2596398,529.3426197,163.7271291,92.40506329,95.49929677,13.3261349,46.4674893,,,,
7,52, RF, SVR,87.80265836,17.85198914,248.289299,75.31913281,92.41573034,95.50561798,160.4866406,57.46714367,,,,
7,53, SVR, SVR,4.762854001,1.319117675,209.9200947,46.40594952,92.42636746,95.51192146,205.1572407,45.08683184,,,,
7,54, RF, RF,298.9872299,39.45171788,409.1825631,74.52218434,92.43697479,95.51820728,110.1953332,35.07046646,,,,
7,55, RF, RF,37.56925889,8.559324632,279.1731247,69.10191073,92.44755245,95.52447552,241.6038658,60.5425861,,,,
7,56, LR, RF,177.1992201,54.53070128,324.4403825,78.68489955,92.45810056,95.53072626,147.2411624,24.15419827,,,,
7,57, KNN, SVR,118.4057526,29.02073785,140.7598518,42.58336675,92.46861925,95.53695955,22.35409916,13.5626289,,,,
7,58, RF, RF,129.9669667,25.63080713,81.303035,23.69346713,92.33983287,95.40389972,-48.66393168,-1.937339993,,,,
7,59, KNN, SVR,64.26291303,10.12362569,185.7763481,39.26441761,92.35048679,95.41029207,121.5134351,29.14079192,,,,
7,60, KNN, SVR,78.61207457,16.80734554,158.0220923,45.27645292,92.36111111,95.41666667,79.41001772,28.46910738,,,,
7,61, RF, NN,486.4010551,69.30512258,301.1938744,48.41187002,92.23300971,95.28432732,-185.2071806,-20.89325256,,,,
7,62, SVR, SVR,8.677213538,2.581119568,71.36565384,25.03345618,92.24376731,95.29085873,62.6884403,22.45233661,,,,
7,63, SVR, SVR,33.55021004,5.747978365,66.35821576,23.22311236,92.25449516,95.29737206,32.80800573,17.47513399,,,,
7,64, NN, SVR,9.684053611,2.49686365,24.47784128,8.571822821,92.26519337,95.3038674,14.79378767,6.074959171,,,,
7,65, SVR, SVR,0.223818948,0.149538089,20.14032699,6.627520161,92.27586207,95.31034483,19.91650805,6.477982073,,,,
7,66, LR, LR,0,0,5.729376455,2.267752359,92.28650138,95.31680441,5.729376455,2.267752359,,,,
7,67, LR, LR,0,0,23.12861344,4.829788722,92.29711142,95.32324622,23.12861344,4.829788722,,,,
7,68, LR, LR,0,0,31.93508536,6.401692708,92.30769231,95.32967033,31.93508536,6.401692708,,,,
7,69, LR, LR,0,0,10.62877016,3.38835734,92.31824417,95.33607682,10.62877016,3.38835734,,,,
7,70, LR, LR,0,0,34.90690071,6.301269531,92.32876712,95.34246575,34.90690071,6.301269531,,,,
7,71, LR, LR,0,0,53.44737969,6.609593709,92.33926129,95.34883721,53.44737969,6.609593709,,,,
7,72, LR, LR,0,0,34.89954421,9.534719492,92.34972678,95.35519126,34.89954421,9.534719492,,,,
7,73, LR, LR,0,0,69.3085274,25.39163092,92.36016371,95.36152797,69.3085274,25.39163092,,,,
7,74, LR, LR,0,0,142.7667824,45.76488354,92.37057221,95.36784741,142.7667824,45.76488354,,,,
7,75, LR, LR,0,0,148.8151507,30.32754098,92.38095238,95.37414966,148.8151507,30.32754098,,,,
7,76, LR, LR,0,0,177.2862493,39.0727605,92.39130435,95.38043478,177.2862493,39.0727605,,,,
7,77, LR, LR,0,0,92.29495453,31.58692569,92.40162822,95.38670285,92.29495453,31.58692569,,,,
7,78, LR, LR,0,0,86.28676523,26.32439201,92.41192412,95.39295393,86.28676523,26.32439201,,,,
7,79, LR, LR,0,0,35.23072552,15.1981831,92.42219215,95.39918809,35.23072552,15.1981831,,,,
7,80, KNN, KNN,0,0,34.18307682,16.23836582,92.43243243,95.40540541,34.18307682,16.23836582,,,,
7,81, SVR, KNN,23.82915323,3.499219894,51.18159871,20.64507283,92.44264507,95.41160594,27.35244548,17.14585294,,,,
7,82, SVR, SVR,15.55581717,2.810019662,106.4410657,24.1294272,92.45283019,95.41778976,90.88524855,21.31940754,,,,
7,83, SVR, SVR,0.443479266,0.156225131,113.1835183,30.98477251,92.46298789,95.42395693,112.740039,30.82854738,,,,
7,84, LR, RF,101.6489192,19.53949672,138.6127637,33.70678882,92.47311828,95.43010753,36.96384449,14.1672921,,,,
7,85, NN, SVR,134.7074771,18.241189,212.7784474,55.64930325,92.48322148,95.43624161,78.07097033,37.40811424,,,,
7,86, KNN, KNN,463.262017,66.74808132,231.231718,44.40783782,92.35924933,95.30831099,-232.030299,-22.3402435,,,,
7,87, LR, SVR,52.5977539,14.9790265,98.04445535,26.61281867,92.36947791,95.3145917,45.44670145,11.63379217,,,,
7,88, KNN, SVR,108.1719383,21.02361991,113.8465969,27.14454481,92.37967914,95.32085561,5.674658611,6.120924907,,,,
7,89, LR, SVR,137.5745887,29.5000511,181.3565612,58.38114638,92.38985314,95.3271028,43.78197247,28.88109528,,,,
7,90, KNN, KNN,85.25887343,17.89519868,193.6493644,57.80945104,92.4,95.33333333,108.390491,39.91425236,,,,
7,91, KNN, KNN,69.72517706,19.57830289,231.5282213,61.82870706,92.41011984,95.33954727,161.8030442,42.25040417,,,,
7,92, LR, KNN,61.00811112,22.83581288,193.088004,50.95357523,92.42021277,95.34574468,132.0798928,28.11776236,,,,
7,93, RF, RF,217.3034351,52.22167534,172.7890717,39.08371242,92.29747676,95.21912351,-44.51436337,-13.13796292,,,,
7,94, RF, LR,349.603189,75.1828028,253.026749,65.17562961,92.17506631,95.0928382,-96.57644003,-10.00717319,,,,
7,95, RF, RF,240.8869973,44.95528394,322.8609326,52.87835744,92.18543046,95.09933775,81.97393529,7.923073502,,,,
7,96, LR, KNN,272.570559,66.71192762,246.3655165,78.21549072,92.06349206,95.10582011,-26.20504246,11.5035631,,,,
7,97, KNN, KNN,262.3103709,68.84543202,232.3908887,65.76517764,91.94187583,94.98018494,-29.91948227,-3.080254381,,,,
7,98, KNN, KNN,105.1384803,21.54653667,186.9553699,47.97200521,91.9525066,94.98680739,81.81688963,26.42546853,,,,
7,99, KNN, SVR,13.2886377,2.194581729,185.9222508,50.74391905,91.96310935,94.99341238,172.6336131,48.54933732,,,,
7,100, RF, RF,69.55641909,13.23366224,156.6570879,36.96243786,91.97368421,95,87.10066879,23.72877561,,,,
7,101, KNN, SVR,17.06040206,3.380364043,70.91443916,17.88829831,91.98423127,95.0065703,53.8540371,14.50793427,,,,
7,102, SVR, KNN,11.54582044,1.509896644,90.34848733,17.6764067,91.99475066,95.01312336,78.80266688,16.16651006,,,,
7,103, LR, KNN,0.059695689,0.033760952,41.64254642,8.235747002,92.00524246,95.01965924,41.58285073,8.20198605,,,,
7,104, LR, LR,0,0,22.22164375,7.169777134,92.01570681,95.02617801,22.22164375,7.169777134,,,,
7,105, LR, LR,0,0,12.60584558,3.788408552,92.02614379,95.03267974,12.60584558,3.788408552,,,,
7,106, LR, LR,0,0,52.63016572,18.39308244,92.03655352,95.03916449,52.63016572,18.39308244,,,,
7,107, LR, LR,0,0,82.99737811,25.3282271,92.04693611,95.04563233,82.99737811,25.3282271,,,,
7,108, LR, LR,0,0,53.58844596,13.26949056,92.05729167,95.05208333,53.58844596,13.26949056,,,,
7,109, LR, LR,0,0,67.7206157,15.17464946,92.06762029,95.05851756,67.7206157,15.17464946,,,,
7,110, LR, LR,0,0,84.18102836,22.91533901,92.07792208,95.06493506,84.18102836,22.91533901,,,,
8,1, LR, LR,0,0,2.599400994,1.13750728,92.08819715,95.07133593,2.599400994,1.13750728,,,,
8,2, LR, LR,0,0,2.817190301,1.035775253,92.0984456,95.07772021,2.817190301,1.035775253,,,,
8,3, LR, LR,0,0,3.039317658,0.98377146,92.10866753,95.08408797,3.039317658,0.98377146,,,,
8,4, LR, LR,0,0,3.038600451,1.029497269,92.11886305,95.09043928,3.038600451,1.029497269,,,,
8,5, LR, LR,0,0,2.931985273,1.121890051,92.12903226,95.09677419,2.931985273,1.121890051,,,,
8,6, LR, LR,0,0,3.632098384,1.339885302,92.13917526,95.10309278,3.632098384,1.339885302,,,,
8,7, LR, LR,0,0,3.41566097,1.389723964,92.14929215,95.10939511,3.41566097,1.389723964,,,,
8,8, LR, LR,0,0,2.598420483,1.267229286,92.15938303,95.11568123,2.598420483,1.267229286,,,,
8,9, LR, LR,0,0,2.503727397,0.963916748,92.16944801,95.12195122,2.503727397,0.963916748,,,,
8,10, LR, LR,0,0,2.29711155,1.02889841,92.17948718,95.12820513,2.29711155,1.02889841,,,,
8,11, LR, LR,0,0,2.097748311,0.925981644,92.18950064,95.13444302,2.097748311,0.925981644,,,,
8,12, LR, LR,0,0,2.328599735,0.903711749,92.19948849,95.14066496,2.328599735,0.903711749,,,,
8,13, LR, LR,0,0,2.256301533,0.924281707,92.20945083,95.14687101,2.256301533,0.924281707,,,,
8,14, LR, LR,0,0,0.939704802,0.425042538,92.21938776,95.15306122,0.939704802,0.425042538,,,,
8,15, LR, LR,0,0,1.53962215,0.512713363,92.22929936,95.15923567,1.53962215,0.512713363,,,,
8,16, LR, LR,0,0,1.562815351,0.530490405,92.23918575,95.1653944,1.562815351,0.530490405,,,,
8,17, LR, LR,0,0,1.006742494,0.385007399,92.24904701,95.17153748,1.006742494,0.385007399,,,,
8,18, LR, LR,0,0,0.625915387,0.145331086,92.25888325,95.17766497,0.625915387,0.145331086,,,,
8,19, LR, LR,0,0,0.301030906,0.108757771,92.26869455,95.18377693,0.301030906,0.108757771,,,,
8,20, LR, LR,0,0,0.249489158,0.129760541,92.27848101,95.18987342,0.249489158,0.129760541,,,,
8,21, LR, LR,0,0,0.552513956,0.247264524,92.28824273,95.19595449,0.552513956,0.247264524,,,,
8,22, LR, LR,0,0,1.191687339,0.41502889,92.2979798,95.2020202,1.191687339,0.41502889,,,,
8,23, LR, LR,0,0,0.333319214,0.139006381,92.30769231,95.20807062,0.333319214,0.139006381,,,,
8,24, LR, LR,0,0,0.007438942,0.003592857,92.31738035,95.21410579,0.007438942,0.003592857,,,,
8,25, LR, LR,0,0,0.010525841,0.010333333,92.32704403,95.22012579,0.010525841,0.010333333,,,,
8,26, LR, LR,0,0,0.467153826,0.173400001,92.33668342,95.22613065,0.467153826,0.173400001,,,,
8,27, LR, LR,0,0,0.368063956,0.141337499,92.34629862,95.23212045,0.368063956,0.141337499,,,,
8,28, LR, LR,0,0,0.377261984,0.197100011,92.35588972,95.23809524,0.377261984,0.197100011,,,,
8,29, LR, LR,0,0,0.177587629,0.059630007,92.36545682,95.24405507,0.177587629,0.059630007,,,,
8,30, LR, LR,0,0,0.094420587,0.070944442,92.375,95.25,0.094420587,0.070944442,,,,
8,31, LR, LR,0,0,2.26623555,0.831660016,92.38451935,95.25593009,2.26623555,0.831660016,,,,
8,32, LR, LR,0,0,16.42674081,6.040255079,92.39401496,95.26184539,16.42674081,6.040255079,,,,
8,33, LR, LR,0,0,61.23291121,13.90678019,92.40348692,95.26774595,61.23291121,13.90678019,,,,
8,34, LR, LR,0,0,94.2499533,33.56880327,92.41293532,95.27363184,94.2499533,33.56880327,,,,
8,35, LR, LR,0,0,143.1242068,63.27272631,92.42236025,95.27950311,143.1242068,63.27272631,,,,
8,36, LR, LR,0,0,88.25829431,35.21626936,92.43176179,95.2853598,88.25829431,35.21626936,,,,
8,37, LR, LR,0,0,87.08468686,32.71016352,92.44114002,95.29120198,87.08468686,32.71016352,,,,
8,38, LR, LR,0,0,171.4507491,55.67055736,92.45049505,95.2970297,171.4507491,55.67055736,,,,
8,39, LR, LR,0,0,104.2021696,36.48463792,92.45982695,95.30284302,104.2021696,36.48463792,,,,
8,40, LR, LR,0,0,151.0559513,52.74942068,92.4691358,95.30864198,151.0559513,52.74942068,,,,
8,41, LR, LR,0,0,128.7500629,29.00051239,92.4784217,95.31442663,128.7500629,29.00051239,,,,
8,42, RF, NN,48.4642456,6.725513214,91.46890891,35.60853459,92.48768473,95.32019704,43.00466332,28.88302138,,,,
8,43, KNN, SVR,70.05195723,10.58571223,122.6995407,42.23270089,92.49692497,95.32595326,52.6475835,31.64698866,,,,
8,44, RF, SVR,60.27703063,14.72704735,141.3544304,43.48894614,92.50614251,95.33169533,81.07739979,28.7618988,,,,
8,45, SVR, SVR,37.42781211,6.01582793,205.0436471,71.23668841,92.51533742,95.33742331,167.615835,65.22086048,,,,
8,46, LR, SVR,72.14515043,20.50008588,221.2145048,89.6647105,92.5245098,95.34313725,149.0693544,69.16462462,,,,
8,47, LR, SVR,523.2911499,106.1667254,294.5828036,105.6495827,92.41126071,95.22643819,-228.7083464,-0.517142668,,,,
8,48, KNN, SVR,325.3730294,78.47513349,420.6697341,158.5227445,92.4205379,95.23227384,95.2967047,80.04761096,,,,
8,49, LR, SVR,212.0840203,85.61698595,294.3467919,129.7343833,92.42979243,95.23809524,82.26277157,44.11739732,,,,
8,50, KNN, SVR,300.8001038,73.20516149,374.3702614,133.5571815,92.43902439,95.24390244,73.57015754,60.35202,,,,
